"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
60,"RL",58,16770,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1195,1195,"GasA","Gd","Y","SBrkr",1195,644,1839,0,0,2,1,4,1,"TA",7,"Typ",0,"Attchd",1998,"Fin",2,486,"TA","TA","Y",0,81,0,6,2010,"WD","Normal"
20,"RL",110,14333,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1518,"Unf",0,590,2108,"GasA","Ex","Y","SBrkr",2122,0,2122,1,0,2,1,2,1,"Gd",7,"Typ",1,"Attchd",2007,"Fin",3,938,"TA","TA","Y",130,142,0,11,2007,"New","Partial"
20,"RL",70,9658,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",383,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1598,1598,"GasA","Gd","Y","SBrkr",1606,0,1606,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2006,"RFn",3,871,"TA","TA","Y",230,60,0,7,2009,"WD","Normal"
50,"RM",52,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1939,1952,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","Rec",48,"Unf",0,624,672,"GasA","Ex","Y","SBrkr",899,423,1322,1,0,1,0,4,1,"TA",7,"Typ",0,"Detchd",1939,"Unf",1,280,"TA","TA","Y",0,0,0,7,2007,"WD","Normal"
20,"RL",40,13673,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1140,1140,"GasA","TA","Y","SBrkr",1696,0,1696,0,0,1,1,3,1,"TA",8,"Min2",1,"Attchd",1962,"RFn",1,349,"TA","TA","Y",0,30,0,3,2007,"WD","Normal"
20,"RL",88,11443,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",208,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1460,"Unf",0,408,1868,"GasA","Ex","Y","SBrkr",2028,0,2028,1,0,2,0,2,1,"Gd",7,"Typ",2,"Attchd",2005,"RFn",3,880,"TA","TA","Y",326,66,0,3,2006,"New","Partial"
20,"FV",62,7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1257,1257,"GasA","Ex","Y","SBrkr",1266,0,1266,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2005,"Unf",2,453,"TA","TA","Y",38,144,0,4,2006,"WD","Normal"
20,"RL",90,12378,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1274,"Unf",0,622,1896,"GasA","Ex","Y","SBrkr",1944,0,1944,1,0,2,0,3,1,"Ex",8,"Typ",3,"Attchd",2003,"Fin",3,708,"TA","TA","Y",208,175,0,11,2006,"WD","Normal"
120,"RL",52.9320620013115,4928,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story",6,6,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","LwQ",958,"Unf",0,0,958,"GasA","TA","Y","SBrkr",958,0,958,0,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1976,"RFn",2,440,"TA","TA","Y",0,60,0,10,2009,"WD","Normal"
160,"RM",21,1526,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,546,546,"GasA","TA","Y","SBrkr",546,546,1092,0,0,1,1,3,1,"TA",5,"Typ",0,"2Types",1972.5140988686,"RFn",0,0,"Ex","Ex","Y",0,34,0,6,2006,"WD","Normal"
60,"RL",79,12420,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",666,"Unf",0,278,944,"GasA","Ex","Y","SBrkr",944,896,1840,1,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",2001,"RFn",2,622,"TA","TA","Y",0,45,0,6,2009,"WD","Normal"
45,"RM",55,4388,"Pave","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","WdShing","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","LwQ",116,"Unf",0,556,672,"GasA","Ex","Y","SBrkr",840,0,840,0,0,1,0,3,1,"TA",5,"Typ",1,"Attchd",1947.18708542336,"Unf",0,0,"Fa","Fa","N",0,0,0,6,2007,"WD","Normal"
20,"RL",70,18044,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",8,5,1986,1986,"Gable","CompShg","WdShing","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,279,279,"GasA","Gd","Y","SBrkr",2726,0,2726,0,0,2,1,2,1,"Gd",6,"Typ",1,"Attchd",1986,"Fin",2,691,"Gd","Gd","Y",216,64,169,8,2007,"WD","Normal"
20,"RL",114,10357,"Pave","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",7,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",738,"Unf",0,172,910,"GasA","Gd","Y","SBrkr",1442,0,1442,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",1990,"Fin",2,719,"TA","TA","Y",0,244,0,5,2007,"WD","Normal"
60,"RL",50,9360,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,8,1962,2001,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",216,"Gd","TA","CBlock","TA","TA","No","Rec",324,"Unf",0,297,621,"GasA","TA","Y","SBrkr",621,648,1269,0,0,1,1,3,1,"TA",7,"Typ",0,"Detchd",1962,"Unf",1,280,"TA","TA","Y",0,236,0,11,2008,"WD","Normal"
60,"RL",77,9965,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",220,"Gd","TA","PConc","Ex","TA","Av","GLQ",984,"Unf",0,280,1264,"GasA","Ex","Y","SBrkr",1282,1414,2696,1,0,2,1,4,1,"Ex",10,"Typ",1,"BuiltIn",2007,"Fin",3,792,"TA","TA","Y",120,184,0,10,2007,"New","Partial"
80,"RL",71.5027128124116,11454,"Pave","IR2","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","SLvl",8,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,"Gd","TA","PConc","Gd","TA","Gd","GLQ",770,"Unf",0,631,1401,"GasA","Ex","Y","SBrkr",1511,0,1511,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",1995,"Fin",3,811,"TA","TA","Y",168,42,0,2,2008,"WD","Normal"
20,"RL",107,13891,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",456,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1812,"Unf",0,740,2552,"GasA","Ex","Y","SBrkr",2552,0,2552,1,0,2,0,3,1,"Ex",8,"Typ",2,"Attchd",2007,"Fin",3,932,"TA","TA","Y",130,28,0,10,2007,"New","Partial"
60,"RL",70.6888948086748,14171,"Pave","IR2","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",355,"Unf",0,457,812,"GasA","Ex","Y","SBrkr",1101,1099,2200,0,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd",1993,"RFn",2,453,"TA","TA","Y",168,98,0,12,2008,"WD","Normal"
60,"RL",44,9548,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",223,"Gd","TA","PConc","Gd","TA","No","GLQ",483,"Unf",0,458,941,"GasA","Ex","Y","SBrkr",941,888,1829,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2003,"RFn",2,613,"TA","TA","Y",192,39,0,1,2010,"WD","Normal"
160,"RL",75,10762,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,626,626,"GasA","TA","Y","SBrkr",626,591,1217,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",1980,"RFn",1,288,"TA","TA","Y",0,28,0,4,2009,"WD","Normal"
120,"RL",48,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1300,1324,"GasA","Ex","Y","SBrkr",1324,0,1324,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2006,"Fin",2,550,"TA","TA","Y",0,38,0,9,2007,"New","Partial"
20,"RL",60,10950,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",441,"Unf",0,507,948,"GasA","TA","Y","SBrkr",948,0,948,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1952,"Unf",2,410,"TA","TA","N",0,48,0,4,2007,"WD","Normal"
20,"RL",95.3590048921074,15611,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",767,"LwQ",93,266,1126,"GasA","TA","Y","SBrkr",1126,0,1126,0,1,2,0,3,1,"Ex",6,"Typ",0,"Attchd",1977,"RFn",2,540,"TA","TA","Y",180,0,0,3,2008,"WD","Abnorml"
120,"RL",34,3901,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Av","ALQ",866,"Unf",0,436,1302,"GasA","Ex","Y","SBrkr",1302,0,1302,1,0,1,1,1,1,"Gd",5,"Typ",1,"Attchd",2005,"RFn",2,631,"TA","TA","Y",110,50,0,8,2007,"New","Partial"
70,"RM",60,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,2,1900,1950,"Gable","CompShg","AsbShng","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1095,1095,"GasW","Fa","N","SBrkr",1095,679,1774,1,0,2,0,4,2,"TA",8,"Min2",0,"2Types",1920,"Unf",3,779,"Fa","Fa","N",0,0,90,5,2006,"WD","Normal"
20,"RL",50,5500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Shed","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Gd","Mn","GLQ",510,"LwQ",373,190,1073,"GasA","Ex","Y","SBrkr",1073,0,1073,1,0,2,0,2,1,"TA",4,"Typ",0,"Detchd",2004,"Unf",1,246,"TA","TA","Y",0,120,0,5,2006,"WD","Normal"
20,"RL",50,9405,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,9,1947,2008,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Ex","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"GasA","Ex","Y","SBrkr",698,0,698,0,1,1,0,2,1,"TA",4,"Typ",0,"Attchd",1949.66109518445,"RFn",0,0,"Fa","Fa","Y",0,200,0,6,2009,"WD","Normal"
60,"RL",80,10793,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA","Ex","Y","SBrkr",780,840,1620,0,0,2,1,4,1,"TA",7,"Min1",0,"Attchd",1969,"Fin",2,462,"TA","TA","Y",208,0,0,4,2007,"WD","Normal"
20,"RL",69,7599,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",565,"Unf",0,280,845,"GasA","TA","Y","SBrkr",845,0,845,1,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1987,"Unf",2,360,"TA","TA","Y",0,0,0,6,2007,"WD","Normal"
120,"RL",49.9963748764235,3136,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1405,1405,"GasA","Ex","Y","SBrkr",1405,0,1405,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2003,"RFn",2,478,"TA","TA","Y",148,36,0,3,2006,"WD","Normal"
20,"RL",75,8100,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,8,1961,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",764,"Unf",0,100,864,"GasA","Ex","Y","SBrkr",864,0,864,1,0,1,0,3,1,"Gd",5,"Typ",1,"Detchd",1962,"Unf",1,420,"TA","TA","Y",132,0,0,7,2008,"WD","Normal"
160,"RM",24,2522,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,970,970,"GasA","Ex","Y","SBrkr",970,739,1709,0,0,2,0,3,1,"Gd",7,"Maj1",0,"Detchd",2004,"Unf",2,380,"TA","TA","Y",0,40,0,4,2006,"WD","Normal"
60,"RL",80,10480,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,6,1976,1976,"Hip","CompShg","Plywood","Plywood","BrkFace",660,"TA","TA","CBlock","TA","TA","No","ALQ",403,"Unf",0,400,803,"GasA","TA","Y","SBrkr",1098,866,1964,0,0,2,1,4,1,"TA",8,"Typ",1,"Attchd",1976,"RFn",2,483,"TA","TA","Y",0,69,0,9,2008,"WD","Normal"
20,"RL",87,10367,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",284,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1015,"Unf",0,724,1739,"GasA","Ex","Y","SBrkr",1743,0,1743,1,0,2,0,3,1,"Ex",8,"Typ",1,"Attchd",2008,"RFn",3,927,"TA","TA","Y",168,45,0,6,2009,"ConLI","Normal"
20,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","Gd","Gd","Av","ALQ",0,"GLQ",0,0,0,"GasA","TA","Y","FuseA",1040,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1950,"Unf",2,420,"TA","TA","Y",0,29,0,7,2006,"WD","Normal"
30,"RL",55,5350,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,2,1940,1966,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","Po","CBlock","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",1306,0,1306,0,0,1,0,3,1,"Fa",6,"Mod",0,"Attchd",1956.13470430031,"Unf",0,0,"Po","Po","Y",263,0,0,5,2010,"WD","Normal"
30,"RL",45,8212,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","Fa","BrkTil","TA","Fa","No","Rec",203,"Unf",0,661,864,"GasA","TA","N","FuseF",864,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1938,"Unf",1,200,"TA","Fa","Y",0,0,96,6,2010,"WD","Normal"
20,"RL",106,12720,"Pave","Reg","HLS","AllPub","Inside","Mod","NridgHt","Norm","Norm","1Fam","1Story",10,5,2003,2003,"Hip","CompShg","MetalSd","MetalSd","Stone",680,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2257,"Unf",0,278,2535,"GasA","Ex","Y","SBrkr",2470,0,2470,2,0,1,1,1,1,"Ex",7,"Typ",2,"Attchd",2003,"Fin",3,789,"TA","TA","Y",154,65,0,2,2008,"WD","Normal"
120,"RL",41,4923,"Pave","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",1153,"Unf",0,440,1593,"GasA","Ex","Y","SBrkr",1593,0,1593,1,0,1,1,0,1,"Ex",5,"Typ",1,"Attchd",2001,"Fin",2,682,"TA","TA","Y",0,120,0,8,2008,"WD","Normal"
160,"RL",36,2448,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,764,764,"GasA","Ex","Y","SBrkr",764,862,1626,0,0,2,1,2,1,"Gd",6,"Typ",0,"BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,10,2008,"WD","Normal"
20,"RL",95.3590048921074,15611,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",767,"LwQ",93,266,1126,"GasA","TA","Y","SBrkr",1126,0,1126,0,1,2,0,3,1,"Ex",6,"Typ",0,"Attchd",1977,"RFn",2,540,"TA","TA","Y",180,0,0,3,2008,"WD","Abnorml"
20,"RL",61,10226,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",270,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1622,1622,"GasA","Ex","Y","SBrkr",1630,0,1630,1,0,2,0,3,1,"Ex",8,"Typ",1,"Attchd",2008,"RFn",3,860,"TA","TA","Y",172,42,0,1,2009,"WD","Normal"
60,"RL",60,7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1999,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,938,938,"GasA","Ex","Y","SBrkr",957,1342,2299,0,0,3,1,5,1,"TA",7,"Typ",1,"Attchd",1999,"Fin",2,482,"TA","TA","Y",188,30,0,8,2007,"WD","Normal"
20,"RL",69,23580,"Pave","IR1","Lvl","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",6,6,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",776,"Unf",0,849,1625,"GasA","TA","Y","SBrkr",1625,0,1625,0,1,2,0,3,1,"Fa",6,"Typ",1,"Attchd",1979,"Fin",2,576,"TA","TA","Y",136,28,0,9,2006,"WD","Normal"
45,"RM",51,6120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,7,1939,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",884,0,884,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,136,7,2007,"WD","Normal"
20,"FV",60,7180,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1568,1568,"GasA","Ex","Y","SBrkr",1568,0,1568,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2001,"RFn",2,564,"TA","TA","Y",0,266,0,9,2006,"WD","Normal"
30,"RL",71.680374777777,25339,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1918,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","Ex","Y","SBrkr",1416,0,1416,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2007,"Unf",2,576,"TA","TA","N",0,0,112,8,2007,"WD","Normal"
20,"RL",61.9839290446313,115149,"Pave","IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,5,1971,2002,"Gable","CompShg","Plywood","Plywood","Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",1219,"Unf",0,424,1643,"GasA","TA","Y","SBrkr",1824,0,1824,1,0,2,0,2,1,"Gd",5,"Typ",2,"Attchd",1971,"Unf",2,739,"TA","TA","Y",380,48,0,6,2007,"WD","Normal"
20,"RL",109,9723,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",332,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1008,1008,"GasA","TA","Y","SBrkr",1008,0,1008,0,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1963,"RFn",2,430,"TA","TA","Y",0,0,0,10,2006,"WD","Normal"
20,"RL",75.1121337905291,26142,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1962,1962,"Gable","CompShg","HdBoard","HdBoard","BrkFace",189,"TA","TA","CBlock","TA","TA","No","Rec",593,"Unf",0,595,1188,"GasA","TA","Y","SBrkr",1188,0,1188,0,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1962,"Unf",1,312,"TA","TA","P",261,39,0,4,2010,"WD","Normal"
50,"RL",80,9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",6,8,1950,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","BLQ",120,"Unf",0,736,856,"GasA","Ex","Y","SBrkr",1112,556,1668,0,0,1,1,3,1,"TA",6,"Min2",0,"Attchd",1950,"Unf",1,271,"TA","TA","Y",0,0,0,9,2009,"WD","Normal"
20,"RL",70.3114300733841,15676,"Pave","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",8,8,1980,1980,"Gable","CompShg","VinylSd","VinylSd","BrkFace",115,"Gd","Gd","CBlock","Gd","Gd","Gd","ALQ",1733,"Rec",92,189,2014,"GasA","Gd","Y","SBrkr",2014,0,2014,1,0,2,0,2,1,"Gd",6,"Maj1",2,"Attchd",1980,"RFn",3,864,"TA","TA","Y",462,0,0,4,2009,"WD","Normal"
70,"RM",60,6600,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,4,1892,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Unf",0,"Unf",0,994,994,"GasA","TA","N","SBrkr",1378,994,2372,0,0,2,0,4,2,"TA",11,"Min2",0,"Attchd",1985,"RFn",1,432,"TA","TA","Y",0,287,0,12,2009,"WD","Normal"
120,"RL",43,3182,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1232,1256,"GasA","Ex","Y","SBrkr",1269,0,1269,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2004,"Fin",2,430,"TA","TA","Y",146,20,0,4,2010,"WD","Normal"
120,"RL",60,8118,"Pave","Reg","HLS","AllPub","Inside","Gtl","StoneBr","PosN","PosN","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",178,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1034,"Unf",0,676,1710,"GasA","Ex","Y","SBrkr",1710,0,1710,1,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2007,"RFn",2,557,"TA","TA","Y",156,48,0,7,2008,"WD","Normal"
